strengths,weaknesses,review_id,submission_id,type,review_text
"['Methodological Soundness and Innovation', 'Experimental Rigor and Validation', 'Robustness and Generalization']","['Reproducibility and Implementation Details', 'Scope and Generalizability Concerns', 'Computational Complexity and Cost']",aHuleMPMRV,hd9ibYDBJU,ai,"This paper proposes FACTS, a Future-Aided Causal Teacher-Student framework for multimodal time series forecasting. The key idea is to leverage future auxiliary modalities (such as images and weather data) during training to uncover causal factors that drive temporal dynamics, and distill this knowledge into a student network that uses only historical data at inference.

The method introduces three main components: (1) a Bilinear Orthogonal Projector (BOP) that converts high-dimensional auxiliary data into compact serialized time series; (2) a lag-aware multimodal fusion mechanism with random modality dropout to handle temporal misalignment and missing modalities; and (3) a Causal-Perturbation Contrastive Distillation (CPCD) objective that transfers causal knowledge from the teacher to the student. Experiments on four multimodal forecasting datasets show significant performance gains (around 33% lower MSE on average) over state-of-the-art baselines.
1. The proposed teacher-student design, which leverages future multimodal signals to facilitate causal representation learning while maintaining a purely historical input during inference, is both conceptually elegant and practically impactful. It effectively balances realism (no future data at test time) with enhanced learning through privileged information.

2. The model is comprehensively evaluated on several diverse and representative datasets, demonstrating the framework’s robustness and adaptability across various multimodal forecasting scenarios.

3. The experiments include thorough comparisons against a wide range of baselines, covering both unimodal and multimodal forecasting methods, thereby providing convincing evidence of the model’s superior performance and general applicability.

4. The paper conducts detailed ablation studies that isolate and analyze the contribution of each component—such as BOP, CPCD, and lag-aware fusion—clearly demonstrating their necessity and complementary effects within the overall framework.
see in questions.
1. The paper does not clearly specify the training schedule of the teacher–student framework. Is the teacher network fully trained to convergence before the student distillation begins, or are the two networks optimized jointly in an alternating or end-to-end manner?

2. The Bilinear Orthogonal Projector (BOP) is primarily demonstrated on image data. Could the authors elaborate on its generality—specifically, whether BOP can be effectively adapted to other high-dimensional modalities such as text embeddings, audio spectrograms, or video streams? If not, what limitations might arise when extending it beyond visual inputs?

3. How significant is the computational overhead incurred by using both teacher and student networks, especially when compared to alternative approaches? Could the authors provide quantitative estimates or benchmarks to clarify this aspect?

4. The paper claims that random modality dropout enhances robustness when certain modalities are missing at inference time. Have the authors conducted experiments under more extreme or persistent missing-modality scenarios (e.g., complete loss of image data throughout inference)? Such evaluation would provide stronger evidence for the model’s robustness and practical deployability in real-world settings with unreliable sensors.

5. Is the ratio 𝜆 between the MSE loss and the CPCD loss a manually set hyperparameter or a learnable parameter? What is the value of this parameter, and how does varying 𝜆 affect the final model performance?"
"['Novelty and Innovation', 'Broad Applicability', 'Significant Improvements']","['Domain or Dataset Limitations', 'Assumptions and Limitations', 'Robustness and Consistency']",LM3K4EMUEA,kTvm4vdddC,ai,"The paper introduces QuAC (Quality-Adaptive Activation), an innovative approach to improving the performance of image understanding tasks under degraded conditions. Inspired by human visual system mechanisms, QuAC dynamically adjusts neuron activations based on the input image's quality, enhancing the semantic representations for degraded images. The approach is implemented using Quality-Adaptive Meta-ACON (Q-ACON), a flexible, efficient, and plug-and-play method that integrates seamlessly with convolutional networks, transformers, and diffusion models. Extensive experiments demonstrate that QuAC consistently improves the performance of various vision tasks, including segmentation, detection, classification, and restoration, especially in the presence of complex image degradations.
1.	Innovative Approach: The paper introduces the novel concept of Quality-adaptive Activation (QuAC), which dynamically adjusts activation functions based on the quality of the input image. This is a unique and meaningful contribution to improving image understanding tasks under degraded conditions.
2.	Wide Applicability: QuAC is shown to be effective across different neural network architectures such as CNNs, transformers, and diffusion models, demonstrating its versatility in multiple vision tasks like segmentation, detection, and restoration.
3.	Performance Improvement: Experimental results show that QuAC, specifically the quality-adaptive meta-ACON (Q-ACON), significantly enhances model performance, particularly in challenging low-quality image conditions, offering improvements over traditional activation functions.
1. Limited Evaluation on Real-World Datasets: The paper primarily focuses on synthetic degradations and might benefit from more comprehensive evaluation on diverse real-world datasets to demonstrate its robustness and generalizability beyond controlled experiments.
2， Hyperparameter Sensitivity: The dependency on quality assessment models (e.g., BRISQUE) for the quality tensor may raise concerns about the sensitivity of the method to these models. It would be helpful to explore the impact of different quality assessment models (Like LIQE, CLIP-IQA, Q-Align, DpeictQA and some Full-reference IQA metric: LPIPS, etc) on the performance of QuAC.
please see weakness."
"['Motivation and Importance', 'Practical Relevance and Applicability', 'Significant Improvements']","['Theoretical Justification and Development', 'Resource and Cost Analysis', 'Comparative Analysis and Baselines']",htpcCjKfTe,Z0sFCSLw6s,ai,"The paper introduces a method called Cross-Batch Gradient Consolidation (CBGC) for improving Post-Training Quantization (PTQ) of deep neural networks. PTQ methods aim to compress pretrained models without full retraining, but often suffer from performance drops, especially at low bit-widths (e.g., 4-bit). The authors observe that batch size affects the stability of PTQ, particularly due to gradient noise in weight optimization. CBGC addresses this by aggregating gradient statistics across multiple batches, leading to more stable weight updates in PTQ. The method is implemented on top of existing quantization-aware optimization, and tested across various models and datasets (e.g., ResNet, ViT on ImageNet). CBGC shows consistent improvements in quantization accuracy, especially at lower bit-widths.
1. **Clear problem motivation**: The paper targets a real limitation in current PTQ methods—the instability caused by small calibration batch sizes. The observation that noisy gradients harm quantization is well-motivated and experimentally supported.

2. **Simple and practical solution**: CBGC is conceptually simple and easy to integrate into existing PTQ pipelines. It does not require architectural changes or full fine-tuning, making it applicable in low-resource or deployment settings.

3. **Consistent performance gains**: The method is evaluated across diverse models (CNNs and Transformers) and datasets. CBGC consistently improves accuracy under 4-bit and 8-bit quantization, often by noticeable margins compared to standard baselines.
1. **Limited theoretical analysis**: While the empirical findings are solid, the paper lacks deeper theoretical analysis of why cross-batch gradient averaging stabilizes PTQ. It would benefit from more formal grounding or links to optimization literature.

2. **No study of efficiency trade-offs**: CBGC introduces extra computation by requiring multiple batches for update steps, but the paper does not quantify its overhead in terms of runtime or memory compared to standard PTQ.

3. **Few ablations on consolidation strategy**: There is limited exploration of different strategies for cross-batch selection (e.g., random vs. sequential batches, batch count sensitivity). The paper could better clarify how sensitive the method is to these design choices.
N.A. But I suggest the following exps to strengthen the paper:

1. Report runtime and memory increase introduced by CBGC to justify its practicality.

2. uantitatively measure how CBGC reduces gradient variance compared to single-batch baselines.

3. Vary number of batches used for consolidation and compare alternative selection strategies."
"['Broad Applicability', 'Methodological Soundness and Innovation', 'Robustness and Generalization']","['Computational Complexity and Cost', 'Scope and Generalizability Concerns', 'Assumptions and Limitations']",PaakhaDByp,jbJGhHpwmJ,ai,"The paper presents BIRD (Behavior Induction via Representation-Structure Distillation), a framework for transferring desirable behavioral properties (e.g., robustness, safety, fairness) from a teacher model to a student model by aligning the geometric structure of their internal representations (using Gram matrices) rather than matching outputs or activations. Inspired by NeuroAI insights, BIRD enables weak-to-strong generalization across differing architectures, tasks, datasets, and domains without requiring shared inputs or labels. guidance for teacher design.
Flexibility and Scalability: Unlike traditional knowledge distillation or continual learning, BIRD doesn't require shared tasks, data, or output spaces, allowing transfer from small/simple teachers (e.g., CIFAR-10-trained MobileNetV2) to 25× larger students on complex datasets like TinyImageNet.

Principled Teacher Selection: The identification of three interpretable, computable properties (quantifying task and behavioral relevance in representations) makes the method actionable and predictable, advancing beyond ad-hoc approaches.

Broad Applicability: Demonstrates versatility beyond vision (e.g., OOD robustness) to language models, improving DPO for safety on PKU-SafeRLHF and soft-label distillation for generalization, positioning it as a general alignment tool.
Computational Overhead: Computing Gram matrices over batches adds overhead during training, potentially scaling poorly for very large models or high-dimensional representations.

Layer Selection Sensitivity: Relies on choosing specific ""guiding"" and ""guided"" layers; while properties help, this introduces hyperparameters and may not generalize across all model families.

Limited to Encoded Behaviors: Assumes behaviors are fully captured in representation structure (e.g., geometry via Gram matrices); subtler or output-specific alignments might not transfer well.
In the language model experiments, how does BIRD integrate with DPO—does it modify the loss function, act as a regularizer, or run in a separate phase? What ablation studies support this combination?

What are the typical runtime and memory costs of BIRD compared to standard fine-tuning or logit-based KD, especially for large models like those in your 400+ pair study?"
"['Methodological Soundness and Innovation', 'Theoretical Foundation and Contributions', 'Experimental Rigor and Validation']","['Clarity and Presentation Issues', 'Novelty and Contribution', 'Comparative Analysis and Baselines']",BvL6OqS3JO,EYflZV1caL,ai,"This paper proposes Tail-Aware Distillation (TAD), a novel knowledge distillation method for training smaller causal language models from larger teachers. Its key contribution is decoupling the KL divergence loss into a top-K term and a tail term, amplifying the gradient contribution of the tail probabilities to prevent the student from over-focusing on the most likely tokens. The method is computationally efficient, requiring similar FLOPs to vanilla KD, and enables effective large-scale pretraining and supervised distillation even with limited resources. Extensive experiments show TAD produces competitive or superior students across various model sizes and tasks, including mathematical reasoning, outperforming recent methods like MiniPLM.
This paper's primary strengths are threefold. 

First, it presents a novel and principled adaptation of Decoupled Knowledge Distillation, transitioning it from supervised image classification to the label-free domain of language model pre-training via a new rank-based (Top-K vs. tail) decoupling. 

Second, it is supported by rigorous theoretical foundations, including a detailed derivation of the proposed loss and an insightful gradient analysis that explains the method's dynamics. 

Finally, the work is substantiated by comprehensive experiments demonstrating the algorithm's effectiveness and versatility across diverse settings—including pre-training distillation from scratch, domain adaptation for specialized skills like mathematical reasoning, and supervised fine-tuning—while consistently maintaining a computational efficiency comparable to the highly practical Vanilla Knowledge Distillation.
1. The introduction fails to clearly articulate the motivation behind the proposed method. The rationale for developing Tail-Aware Distillation (TAD) only becomes apparent later in Section 2, which disrupts the logical flow and makes it difficult for readers to grasp the core contribution early on.

The formalization of the method is not self-contained. For instance, the notation \mathcal{P} is used without a clear definition, and the formulation of vanilla knowledge distillation is not properly introduced. This lack of clarity hinders understanding, especially for readers unfamiliar with the baseline approaches.

2. The authors explicitly state that TAD is not a variant of Decoupled Knowledge Distillation (DKD), arguing that DKD is label-anchored while TAD is rank-anchored. However, when K = 1 and the teacher's top-1 token is treated as a pseudo-label, the two methods exhibit substantial similarities. This suggests that TAD can be viewed as an adaptation of DKD to the language modeling domain, rather than a fundamentally new approach. The distinction drawn by the authors appears overstated and may misrepresent the true nature of their contribution.

3. The method introduces two new critical hyperparameters: the Top-K value and the tail weight coefficient \beta. Although a sensitivity analysis is provided, showing robustness around K = 5-10 and \beta = 2, this adds non-trivial complexity and tuning cost compared to Vanilla KD, which has no such parameters. For practitioners, this necessitates extra work to determine the optimal configuration for different teacher-student pairs and data domains, potentially hindering the method's ease of adoption.

4. The experimental comparisons are primarily limited to Vanilla KD, Sequence-KD, MiniLLM, and MiniPLM. The evaluation would be more comprehensive and convincing if it included other relevant and advanced distillation techniques. For instance, comparisons with methods using Reverse KL divergence (On-policy KD) are absent. Including these baselines would better situate TAD's performance within the broader landscape of knowledge distillation research and provide a clearer understanding of its relative advantages.
Given that the core idea of decoupling the KL divergence into target vs. non-target (or top-K vs. tail) components was originally proposed in Decoupled Knowledge Distillation (DKD, Zhao et al., 2022) for vision tasks, could the authors more explicitly clarify the novelty of their method beyond a direct adaptation of DKD to the language modeling domain? 

While the shift from image classification to causal LM pretraining is non-trivial, the fundamental decomposition and re-weighting strategy appear conceptually similar. What are the key algorithmic or theoretical innovations in TAD that distinguish it from a straightforward application or extension of DKD to language?"
"['Novelty and Innovation', 'Theoretical Foundation and Contributions', 'Comprehensive Analysis and Evaluation']","['Assumptions and Limitations', 'Comparative Analysis and Baselines', 'Experimental Validation and Evidence']",STSJmYknvw,7WPJ0EgPdW,ai,"This paper addresses the capacity gap between teacher and student models and the training instability caused by high-dimensional output in LLM knowledge distillation (KD). It proposes α-mixture assistant distribution and a unified distillation framework AMiD (α-mixture distillation). By systematically expanding the auxiliary distribution and divergence selection, it achieves better performance and training stability.
1. Generalization and Unification of Fragmented Methods.

Proposes a novel α-mixture assistant distribution by extending generalized \(f_\alpha\)-mean to KD, introducing the tunable parameter α. This generalizes prior isolated assistant distributions (m-mixture for α=-1, e-mixture for α=1) into a continuous, flexible family, covering new distributions (e.g., harmonic mean for α=3) not explored in LLM KD before.


2. Rigorous Theory and Comprehensive Experiments. Provides formal proofs for key properties (continuity of α-mixture distribution, optimality of AMiD, gradient analysis of f-divergence), establishing a solid mathematical foundation for the framework. Validates AMiD across diverse settings, task-agnostic (5 instruction-following datasets) and task-specific (translation, summarization, reasoning) distillation; multiple model scales (GPT-2 series, OpenLLaMA); various divergences (KL, RKL, AB) and SGO strategies. Results are consistent and statistically robust (5 random seeds), confirming reliability.

3. Addressing Core Limitations and Advancing Practical KD. Directly mitigates the capacity gap between teacher and student models and training instability from near-zero probabilities, two fundamental limitations of prior KD methods. AMiD’s flexibility (compatible with arbitrary divergences and datasets) and robustness (stable performance across λ values) make it adaptable to real-world LLM compression scenarios. The α parameter offers a simple control knob to balance quality and diversity, addressing a longstanding trade-off in generation tasks.
1. The lack of a systematic strategy for α parameter tuning limits its practicality. The paper demonstrates that the α parameter can control the balance between ""pattern coverage"" and ""pattern finding"" in the student model, but it fails to provide the basis for α selection and efficient tuning methods. The experiments only demonstrate the effects of fixing α (e.g., α=-5, -3, etc.), without explaining the optimal range and tuning logic of α under different tasks (translation/summarization/inference), different model capacity differences (e.g., 10B→0.1B), and different divergences (D), leading to extensive trial and error for users in practical applications.

2. The paper theoretically proves the optimality of AMiD under ""perfect optimization,"" but two unresolved contradictions exist in practice: a) Conflict between divergence and α: Experiments show that the performance of D_RKL combined with α=1 is extremely poor (Avg. only 3.94 in Table 3), attributed to the narrow intersection of support sets, but no specific criteria are given on how to avoid this conflict;

b) Adaptation of optimizer and hyperparameters: The impact of different optimizers (such as AdamW, Lion) and learning rate scheduling on AMiD is not discussed, while in practice, optimizer selection significantly changes the gradient propagation effect of α-mixture.

3. The ablation experiments do not fully decompose the core contributions of AMiD: The interaction between α and λ is not verified: α is only tested with λ=0.1, without analyzing whether the optimal value of α changes under different λ (such as 0.3/0.7), and the collaborative tuning strategy between the two; the contributions of α-mixture and divergence are not isolated: Is the performance improvement of AMiD due to the auxiliary distribution of α expansion or the flexibility of divergence? Verification needs to be conducted by comparing ""fixed α = ±1 (i.e., baseline auxiliary distribution) + arbitrary divergence"" with ""fixed divergence + α ≠ ±1"".

4. The paper's baseline does not include cutting-edge LLM distillation methods since 2025, resulting in insufficient proof of advancement. For example, it does not compare distillation methods based on contrastive learning or reinforcement learning-based distillation (RL-KD), which may have already surpassed traditional divergence-based baselines in some scenarios.
1. Adaptive Selection of α Parameter.  The paper demonstrates that α controls the trade-off between mode-seeking and mode-covering, but it does not provide a systematic method for selecting α in different scenarios (e.g., different task types, model size gaps, or data characteristics). Is there an adaptive strategy to determine α (e.g., curriculum learning-based scheduling, data-driven tuning) instead of manual adjustment? For small student models (e.g., 0.1B) vs. large gaps (e.g., 7B→0.5B), does the optimal α range differ significantly?

2. Extensibility to Larger Model Scales and Complex Tasks. The experiments focus on GPT-2 (up to 1.5B teacher) and OpenLLaMA-7B→3B. Have the authors tested AMiD on larger teacher models (e.g., 10B+ LLMs like LLaMA 3 70B) or smaller student models (e.g., <0.1B)? Additionally, do the performance gains hold for complex tasks such as code generation, mathematical reasoning with multi-step logic, or cross-lingual understanding?

3. Mitigation of Instability in Specific Divergence-α Combinations. The paper notes that the combination of \(D_{RKL}\) and α=1 leads to extremely poor performance due to support intersection issues. Have the authors explored mitigation strategies (e.g., adjusting λ, adding regularization terms, or modifying the assistant distribution’s normalization) instead of simply avoiding this combination? Are there general principles to avoid such conflicting pairs?"
"['Comprehensive Analysis and Evaluation', 'Methodological Soundness and Innovation', 'Empirical Validation and Results']","['Novelty and Contribution', 'Scope and Generalizability Concerns', 'Robustness and Consistency']",ecBz8SDeZL,jqLqBG6d2q,ai,"The paper presents CAST, a semi-supervised knowledge distillation framework to compress large VFMs for instance segmentation. It uses a three-stage pipeline: (1) refining the teacher model, (2) transferring knowledge to a compact student using a new instance-aware contrastive loss, and (3) fine-tuning the student. The resulting student model is 11x smaller in parameters but achieves superior performance compared to both its original teacher and other state-of-the-art methods.
1. Comprehensive Pipeline: CAST offers a well-structured SSKD pipeline that unifies teacher adaptation, knowledge distillation with a pixel-wise contrastive component, and student fine-tuning, systematically addressing the challenges of compressing large VFMs for instance segmentation.
2. Technical Rigor and Theoretical Insight: The paper details a mathematically sound instance-aware pixel-level contrastive loss, complete with negative sampling mechanisms incorporating fused mask-class cues. 
3. Thorough Empirical Evaluation: The main results and ablation studies, along with figures robustly support claims of improved performance, efficiency, and bias reduction. The student notably improves over all relevant baselines and ablations.
4. Ablation and Diagnostic Depth: The paper reports meaningful ablations, including loss term contributions, the necessity of each pipeline stage, pixel-wise negative sampling strategies, hyperparameter sweeps, and architectural effects.
1. While the proposal is thoughtfully implemented and the contrastive calibration is well-integrated, the primary technical innovations seem incremental. The instance-aware contrastive loss largely adapts previous contrastive/self-supervised learning techniques with a new but straightforward mask and class score fusion for negative sampling.
2. The claims regarding “robustness” under low-label regimes stem from results on only two standard datasets. Broader generalization or domain robustness (e.g., in-the-wild images, transferred domains, or real edge-based applications) is not empirically validated, contrary to the aspiration mentioned in the introduction and conclusions.
1. How robust is the instance-aware negative sampling scheme to highly imbalanced datasets, both between classes and between instances within a single image? Did you observe increased failure or co-located instance confusion under high crowding or many small objects?
2. What is the computational overhead of the contrastive loss (especially the instance-aware negative sampling) in practice relative to prior SSKD/contrastive frameworks?
3. Is the three-stage process of teacher adaptation, student distillation, and final fine-tuning critical? Would performance meaningfully degrade if adaptation and distillation are collapsed into a single objective?"
"['Novelty and Innovation', 'Experimental Rigor and Validation', 'Practical Relevance and Applicability']","['Theoretical Justification and Development', 'Comparative Analysis and Baselines', 'Scope and Generalizability Concerns']",w4C3LWmic6,WyyawATBhs,ai,"This paper introduces CAB (Cross-architecture distillation via Attention Bridge), a framework for distilling knowledge from Transformer-based teacher models to state-space model (SSM) students, specifically Mamba. The core innovation is a lightweight, MLP-based ""Attention Bridge"" that aligns the implicit attention carriers in Mamba (the token-dependent projections $B$ and $C$) with the explicit key ($K$) and query ($Q$) representations from the Transformer.

After the distillation process is complete, the MLP weights are discarded. The final product is a standalone Mamba model that has internalized the attention-based inductive biases from the Transformer teacher, with no inference-time overhead from the bridge components. The distillation process does not freeze the Mamba weights; instead, the gradients from the attention alignment loss and the standard output distillation loss are backpropagated through the MLP bridge and into all weights of the student model.



This method enables fine-grained, token-level supervision without the quadratic memory cost of aligning full attention matrices. It also employs a flexible, proportional layer-wise alignment strategy to handle architectural depth mismatches. The authors demonstrate CAB's effectiveness and data efficiency through extensive experiments on both vision (ImageNet) and language (OpenWebText, C4, WikiText) tasks, showing consistent improvements over standard and recent cross-architecture distillation baselines, particularly in low-data regimes.
* The formulation of the ""Attention Bridge"" is a creative and novel solution to the cross-architecture distillation problem. The insight to treat Mamba's $B$ and $C$ projections as analogous to the Transformer's $K$ and $Q$ under a linear attention approximation is theoretically grounded and is a natural extension of State-Space Duality. 

* The experimental evaluation is thorough, spanning multiple domains, model scales, and data regimes. The consistent and often substantial improvements over strong baselines is very convincing. The ablation studies are well-designed and provide crucial insights into the contribution of each component.

* The paper is well-written. The problem is motivated, the method is explained with sufficient detail, and the results are presented logically and convincingly. 

* This work has high practical significance. By enabling data-efficient knowledge transfer from Transformers to Mamba, it lowers the barrier to adopting high-performance SSMs in real-world scenarios where data is limited and computational resources are constrained.
* The authors use a 2-layer MLP with SiLU activations for the bridge modules ($\phi_B$) and ($\phi_C$). While effective, the paper does not ablate this choice against a simpler linear projection. A brief justification or experimental result showing the superiority of a non-linear transformation over a linear one would strengthen this design decision, especially given the focus on efficiency.

* The proportional layer mapping $g(l)$ is a simple and effective heuristic. However, the paper does not explore or ablate against other possible strategies (e.g., learned alignment, manual assignment based on layer depth). A brief discussion on the choice and potential alternatives would be useful.

* A key, unexplored trade-off is whether distilling a Transformer's inductive biases into a Mamba model also transfers the Transformer's weakness in length generalization. State-space models like Mamba are prized for their ability to generalize to sequences longer than those seen in training, a known challenge for Transformers. The paper lacks any analysis or discussion of whether the distilled models retain their robustness to longer sequence lengths.
* Why was a 2-layer MLP chosen for the bridge instead of a simpler linear projection? Was this choice ablated?

* Does the CAB method require the teacher and student to share the same tokenizer?"
"['Theoretical Foundation and Contributions', 'Methodological Soundness and Innovation', 'Experimental Rigor and Validation']","['Dependency on Assumptions and Limitations', 'Computational Complexity and Cost', 'Scalability and Performance']",wWNHmL5Sob,GGrLeik2qo,ai,"This paper addresses the problem of catastrophic forgetting in the context of continual learning (CL) with large, frozen pre-trained models (LPMs). The authors argue that the stability-plasticity dilemma is particularly severe in this parameter-efficient setting, where adaptation is confined to shallow modules. To tackle this, they propose MARS (Memory-adaptive Router with Statistical control), a modular framework that decouples the frozen encoder from an expandable, adaptive capacity layer. The core contributions are two-fold: (1) Statistically-Grounded Slot Expansion (SGSE), a mechanism that formulates the decision to add new model capacity (slots) as a statistical test based on router confidence, providing formal guarantees against uncontrolled growth; and (2) Dual-Stage Contrastive-Distillation Adaptation (DCDA), a replay-free strategy that integrates new slots using supervised contrastive learning and preserves knowledge from past tasks via anchor-based distillation. Experiments on diverse vision (CIFAR-100, Tiny-ImageNet) and NLP (ASC) benchmarks demonstrate that MARS achieves state-of-the-art performance, outperforming strong baselines in the frozen-encoder setting.
1. Principled and Theoretically Grounded Capacity Expansion: The standout contribution of this work is SGSE. It replaces common heuristic-based triggers for network expansion with a rigorous statistical framework. 
2. Effective and Replay-Free Knowledge Retention: The DCDA mechanism is an elegant and effective solution for integrating new knowledge while preserving old. 
3. High Relevance to Modern Machine Learning Paradigms: The paper is exceptionally well-positioned within current research trends.
4. Comprehensive and Rigorous Empirical Validation: The authors validate MARS on a diverse suite of benchmarks, including multi-task vision classification
1. Dependence on Frozen Encoder Quality: The performance of MARS is fundamentally tied to the quality of the representations from the frozen LPM. 
2. System Complexity and Hyperparameter Sensitivity: The complete MARS system, while modular, involves a significant number of components and associated hyperparameters
3. Potential Scalability Concerns for the Router: The per-example computational overhead scales linearly with the number of active slots as shown in Theorem 3
1. The SGSE mechanism is a cornerstone of your method, designed to control the rate of ""false alarm"" expansions. Could you please report the final number of slots ($S_{T}$) created in the CIFAR-100, Tiny-ImageNet, and ASC experiments
2. Theorem 2 provides a retention bound that relies on the assumption that old-class features are well-approximated by the stored anchors (i.e., they lie within a distance $\delta$). How is this coverage assumption maintained in practice, especially as the number of tasks increases and the fixed number of anchors per slot must represent an increasingly diverse set of feature distributions?
3. The DCDA mechanism is entirely replay-free. Have you considered a hybrid approach where a small, fixed-size replay buffer is used to supplement the anchor-based distillation?"
"['Methodological Soundness and Innovation', 'Motivation and Importance', 'Broad Applicability']","['Experimental Validation and Evidence', 'Comparative Analysis and Baselines', 'Assumptions and Limitations']",Ip5ETQ8dnj,aEuqVZVCdr,ai,"This paper proposes Gumbel Distillation, a knowledge distillation framework that improves the learning of parallel decoders such as Masked Diffusion Language Models (MDLM) and Multi-Token Prediction (MTP) models. The key idea is to convert the stochastic sampling process of an autoregressive (AR) teacher into a deterministic mapping via the Gumbel-Max trick, allowing the student model to condition on the teacher’s latent Gumbel noise. This effectively transforms the hard problem of matching a complex joint token distribution into a simpler supervised learning problem. The framework is architecture-agnostic and can be plugged into various diffusion or parallel decoding models.
1. The paper correctly identifies that the main challenge of parallel decoding lies in learning the joint token dependencies. By introducing Gumbel noise as an explicit conditioning variable, the proposed approach offers a conceptually clean way to transfer dependency structure from AR to parallel models.
2. The idea of externalizing stochasticity to simplify the learning problem is an important insight likely to inspire future work in distillation and non-AR training.
3. The method is designed to integrate with different architectures (MDLM, BD3-LM, Medusa) without architectural redesign, demonstrating good generality.
1. Limited and marginal empirical gains. In particular, Figure 3 shows that the NFE–quality trade-off is not clearly improved—on one dataset the curve even slightly underperforms the baseline, and on the others the advantages are only marginal. The improvements on reasoning and QA benchmarks (e.g., BoolQ, ARC) are also small.
2. The paper does not compare with few-step DLM acceleration baselines such as APD (Adaptive Parallel Decoding, arXiv:2506.00413).
3. Although the approach simplifies distribution matching conceptually, the student still faces a harder supervised task: mapping high-dimensional Gumbel noise vectors to text sequences. As the vocabulary grows, the conditioning dimension scales linearly, and the paper acknowledges this as a limitation (§6). The work could benefit from more discussion or experiments on how this affects optimization stability and convergence.
4. While distillation transfers AR dependencies, it is unclear whether the Gumbel-conditioned student retains the versatility of standard masked diffusion models — e.g., controllability, flexible conditional generation. Conditioning on a fixed “blueprint” may overfit to AR-like sampling behavior and reduce adaptability.
See Weakness."
"['Methodological Soundness and Innovation', 'Significant Improvements', 'Experimental Rigor and Validation']","['Scope and Generalizability Concerns', 'Clarity and Presentation Issues', 'Assumptions and Limitations']",SZy7WB2LQ4,h3hIapIeFi,ai,"This paper addresses a bottleneck in Data-Free Knowledge Distillation (DFKD): its poor performance and high computational cost when applied to large, high-resolution datasets like ImageNet. The authors argue that prior methods fail because generating full-resolution (224X224) synthetic images without real data results in noisy, feature-poor samples.

The proposed method, K-Gen, tackles this by generating synthetic images at a *lower resolution*. The core innovation is a ""Key Region Loss"" guided by Class Activation Maps (CAM). This loss forces the generator to synthesize images that, despite their lower resolution, retain critical class-specific features by maximizing activation in salient areas.

The authors conduct extensive experiments showing that K-Gen achieves new state-of-the-art results on ImageNet, outperforming previous methods by a large, double-digit margin while drastically reducing training time. The method is also shown to be effective for ViT models and on mega-resolution datasets.
- The proposed method generated a focused, low-resolution ""key region"" is more effective and efficient than generating a full, noisy high-resolution image. The use of CAM to guide this low-resolution generation is a sound technical approach.
- The performance gains shown on ImageNet (Table 1) are highly significant, with ""two-digit"" improvements over prior SOTA (e.g., NAYER, DeepInv).
- Alongside accuracy, the method demonstrates massive computational savings (e.g., Figure 1d, 24.25% in 9 hours vs. DeepInv's 3.15% in 61.2 hours).
- The authors have rigorously validated their method with the ablation studies (Table 4).
- The Key Region Loss relies on a predefined target mask, M_target, which is defined as ""a Gaussian centered on the image"" (line 228). This seems like a strong prior that assumes the most salient object features are always central. While this simplification clearly works well for ImageNet (as shown in Appendix F), it may not generalize to datasets where objects are commonly off-center (e.g., in detection or complex scene datasets).
- The adaptation for ViT models is not as clearly integrated as the CNN approach. The paper states CAM ""cannot be extracted"" (line 240) and later suggests attention maps are a substitute (line 673). However, the primary method described in Section 3.3 and Appendix A.1 focuses on patch reduction (7X7) and center-biasing the position embedding. It is unclear if a ""key region loss"" (analogous to L_kr) is actually used for ViTs, or if the performance gain simply comes from the efficient patch reduction.
- Could authors clarify how ""key region"" generation is enforced for ViT models? Is there a loss function analogous to L_kr that uses the [CLS] token's attention map (as hinted in Appendix A.1)? Or, does the ViT student train without a key region loss, relying only on the 7X7 patch reduction?
- Have you investigated the impact of the centered-Gaussian M_target? What is the performance on datasets where the object of interest is not typically centered? Does this prior harm generalization, or does it perhaps act as a beneficial regularizer for the generator by simplifying its task?
- The results (e.g., Table 10, 16) suggest an optimal lower resolution (e.g., 96X96$ or 128X128) exists, outperforming both smaller (64X64) and larger (224X224) synthetic images. Do you have a hypothesis on how to determine this optimal resolution? Do you expect it to vary based on the teacher architecture (e.g., its receptive field) or the dataset's characteristics?"
